description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Blue Gadget",device,107,24.67,SupplierA,638575395895,B8425,BrandY,Outdoor,Critical
"Green Tool",item,265,72.74,SupplierB,930101488248,B3749,BrandX,Electronics,Critical
"Green Tool",gadget,197,36.58,SupplierA,139594901769,B8737,BrandX,Electronics,Medium
"Red Widget",item,434,87.19,SupplierA,456584957032,B6939,BrandX,Electronics,Critical
"Blue Gadget",gadget,56,74.23,SupplierB,224952918596,B1018,BrandY,Outdoor,Low
"Yellow Device",item,428,36.74,SupplierC,218140610892,B1130,BrandZ,Outdoor,High
"Purple Item",tool,243,44.49,SupplierC,405684837044,B4677,BrandY,Automotive,Medium
"Purple Item",tool,143,81.99,SupplierA,517538836847,B4060,BrandX,Automotive,Critical
"Purple Item",widget,59,87.57,SupplierB,414105164422,B7800,BrandX,Outdoor,Low
"Red Widget",tool,360,57.98,SupplierC,241266630945,B1555,BrandY,Outdoor,Medium
"Red Widget",item,50,56.96,SupplierC,990586918370,B7747,BrandY,Electronics,High
"Yellow Device",device,329,25.30,SupplierB,154375679741,B2314,BrandZ,Electronics,Low
"Purple Item",tool,240,22.15,SupplierC,908225461954,B9204,BrandX,Automotive,Critical
"Blue Gadget",gadget,420,5.93,SupplierD,738117385769,B8145,BrandY,Electronics,Low
"Green Tool",device,296,19.63,SupplierA,484975272991,B9249,BrandX,Toys,Low
"Blue Gadget",item,285,83.49,SupplierC,728471741420,B5278,BrandY,Outdoor,Low
"Red Widget",gadget,115,92.64,SupplierC,929198964094,B8222,BrandY,Outdoor,High
"Yellow Device",item,286,56.63,SupplierD,262407374598,B8226,BrandX,Outdoor,Critical
"Red Widget",item,259,21.90,SupplierC,952678170242,B2793,BrandZ,Electronics,High
"Green Tool",device,143,42.75,SupplierA,399804822634,B4704,BrandY,Outdoor,Low
"Green Tool",gadget,117,94.96,SupplierB,322194330883,B4130,BrandX,Outdoor,High
"Red Widget",tool,78,33.04,SupplierC,486538648866,B1081,BrandY,Toys,Critical
"Red Widget",gadget,456,23.44,SupplierC,103236090872,B5732,BrandZ,Electronics,Medium
"Yellow Device",tool,128,44.80,SupplierB,986318189967,B9167,BrandY,Electronics,Critical
"Purple Item",item,375,9.73,SupplierD,182070873384,B3972,BrandZ,Electronics,High
"Yellow Device",tool,55,3.35,SupplierB,863980310570,B1559,BrandZ,Household,Low
"Yellow Device",device,227,66.73,SupplierC,610796930958,B4834,BrandX,Electronics,Critical
"Yellow Device",widget,265,88.32,SupplierD,146604167470,B1443,BrandX,Household,Critical
"Blue Gadget",device,88,3.32,SupplierC,416225180946,B9728,BrandX,Household,Critical
"Yellow Device",tool,374,9.16,SupplierD,880020943650,B9473,BrandX,Electronics,Low
"Red Widget",item,260,50.90,SupplierD,506908098870,B9390,BrandX,Automotive,Low
"Purple Item",gadget,67,8.86,SupplierD,401840443784,B3107,BrandZ,Automotive,Medium
"Purple Item",tool,392,83.03,SupplierC,756524915604,B5631,BrandY,Electronics,Medium
"Green Tool",gadget,109,65.38,SupplierC,101163599621,B3896,BrandY,Toys,High
"Purple Item",gadget,394,42.54,SupplierB,413000315848,B8160,BrandZ,Automotive,Critical
"Blue Gadget",item,70,40.39,SupplierA,923830043381,B1845,BrandX,Electronics,Low
"Purple Item",gadget,149,39.18,SupplierB,415819444242,B1463,BrandY,Electronics,Critical
"Red Widget",gadget,125,94.41,SupplierC,861952501119,B5890,BrandZ,Toys,Medium
"Yellow Device",item,15,34.12,SupplierA,641928802845,B6814,BrandZ,Household,Critical
"Yellow Device",item,374,54.72,SupplierB,425740975136,B4513,BrandY,Household,Medium
"Yellow Device",item,148,26.85,SupplierB,935518947543,B9537,BrandX,Outdoor,High
"Green Tool",tool,104,54.75,SupplierB,905973415258,B7429,BrandZ,Household,High
"Red Widget",device,363,42.38,SupplierC,151154993551,B3076,BrandX,Toys,Low
"Purple Item",tool,273,60.59,SupplierA,693139923024,B1635,BrandZ,Electronics,Critical
"Red Widget",tool,294,14.04,SupplierC,703960811730,B5929,BrandY,Household,Critical
"Red Widget",widget,257,50.26,SupplierC,148057871369,B1051,BrandY,Outdoor,Low
"Yellow Device",gadget,265,99.85,SupplierC,878536333969,B4775,BrandY,Electronics,Critical
"Purple Item",widget,449,23.80,SupplierC,172273002856,B4625,BrandY,Toys,Low
"Green Tool",tool,6,62.55,SupplierC,724896349582,B6556,BrandX,Toys,Critical
"Purple Item",device,366,94.40,SupplierA,226400935436,B4317,BrandY,Automotive,Low
"Blue Gadget",tool,50,85.32,SupplierA,524876712590,B6016,BrandY,Household,Low
"Green Tool",device,414,7.04,SupplierC,121289081373,B6119,BrandZ,Automotive,High
"Blue Gadget",widget,340,40.67,SupplierC,812333584824,B1004,BrandX,Outdoor,High
"Blue Gadget",tool,334,66.59,SupplierC,763902243391,B2823,BrandX,Household,Medium
"Green Tool",gadget,250,92.13,SupplierB,655885997470,B5315,BrandY,Automotive,High
"Red Widget",device,428,26.10,SupplierC,809775558108,B7456,BrandZ,Household,High
"Blue Gadget",gadget,305,10.93,SupplierC,123269847298,B5137,BrandY,Household,Critical
"Blue Gadget",widget,344,94.20,SupplierD,568674997788,B6422,BrandX,Electronics,Low
"Red Widget",item,381,26.86,SupplierD,853941456155,B3962,BrandZ,Household,Critical
"Red Widget",tool,498,81.52,SupplierC,678273933770,B2544,BrandX,Toys,Medium
"Purple Item",tool,413,36.76,SupplierA,309738862575,B8005,BrandY,Toys,Medium
"Purple Item",device,415,60.58,SupplierC,887974599638,B4909,BrandY,Electronics,High
"Red Widget",item,331,96.89,SupplierD,197196943629,B2469,BrandX,Automotive,Low
"Blue Gadget",device,293,75.61,SupplierA,311006867287,B2719,BrandX,Automotive,Medium
"Green Tool",gadget,396,91.80,SupplierC,579171553590,B1401,BrandX,Outdoor,Medium
"Blue Gadget",item,25,56.63,SupplierA,499305193471,B6110,BrandX,Outdoor,Medium
"Blue Gadget",item,126,4.84,SupplierA,939506859641,B6295,BrandX,Outdoor,Critical
"Red Widget",widget,212,2.23,SupplierD,816077692954,B5808,BrandZ,Outdoor,Low
"Blue Gadget",gadget,134,56.88,SupplierA,718630761549,B7402,BrandZ,Electronics,Medium
"Purple Item",tool,423,13.12,SupplierD,929069518098,B7297,BrandY,Outdoor,Low
"Red Widget",widget,206,71.84,SupplierC,246436347599,B4642,BrandX,Toys,Critical
"Green Tool",tool,384,72.70,SupplierD,212616090031,B6941,BrandY,Electronics,High
"Purple Item",device,159,96.19,SupplierA,681510567631,B1627,BrandY,Outdoor,Low
"Blue Gadget",tool,219,70.47,SupplierA,637454323677,B7785,BrandZ,Toys,High
"Red Widget",gadget,496,2.88,SupplierB,892360383322,B9097,BrandY,Outdoor,Low
"Yellow Device",tool,173,80.69,SupplierD,198967111577,B7731,BrandX,Automotive,Critical
"Blue Gadget",gadget,199,47.05,SupplierB,266731950884,B6565,BrandX,Toys,Medium
"Yellow Device",item,495,33.01,SupplierC,662611268589,B5606,BrandY,Outdoor,Critical
"Yellow Device",widget,66,2.51,SupplierB,294904890823,B8344,BrandX,Household,Low
"Purple Item",tool,493,19.65,SupplierC,821299873198,B5425,BrandZ,Outdoor,High
"Green Tool",device,421,18.69,SupplierD,685072105801,B2730,BrandZ,Outdoor,Low
"Yellow Device",widget,293,33.19,SupplierB,762137730309,B6283,BrandX,Outdoor,High
"Yellow Device",tool,64,5.09,SupplierA,971524750162,B8529,BrandZ,Outdoor,Medium
"Blue Gadget",tool,93,42.02,SupplierD,745145607954,B7864,BrandY,Outdoor,Critical
"Yellow Device",widget,97,88.87,SupplierB,579061471924,B4346,BrandX,Toys,High
"Green Tool",tool,254,53.60,SupplierA,929989388580,B4235,BrandY,Electronics,Medium
"Yellow Device",item,47,69.86,SupplierA,180346279915,B6190,BrandZ,Automotive,High
"Red Widget",item,497,86.90,SupplierA,170217921829,B6468,BrandY,Outdoor,Medium
"Red Widget",device,191,82.11,SupplierD,279477064264,B5020,BrandX,Outdoor,Low
"Blue Gadget",tool,452,45.20,SupplierC,206874863297,B6013,BrandY,Outdoor,Critical
"Blue Gadget",device,109,34.76,SupplierA,485699691684,B5544,BrandY,Toys,Medium
"Blue Gadget",item,173,44.95,SupplierD,756181778190,B6224,BrandZ,Outdoor,Critical
"Blue Gadget",gadget,6,73.33,SupplierB,295483734938,B3666,BrandZ,Outdoor,Low
"Green Tool",tool,457,11.93,SupplierC,356907086004,B8233,BrandX,Household,Critical
"Purple Item",tool,39,7.91,SupplierA,836618682219,B1185,BrandX,Household,High
"Blue Gadget",widget,306,93.02,SupplierA,415259271494,B7594,BrandX,Toys,Low
"Red Widget",widget,382,77.76,SupplierB,468109490168,B5482,BrandY,Automotive,Low
"Yellow Device",widget,71,47.28,SupplierC,273419728363,B5485,BrandZ,Household,High
"Yellow Device",device,155,77.37,SupplierC,274574338820,B5304,BrandZ,Automotive,Medium
"Red Widget",widget,168,55.09,SupplierD,719915730348,B3972,BrandZ,Electronics,Low
"Green Tool",device,329,13.46,SupplierC,582689736622,B8734,BrandZ,Automotive,Medium
"Yellow Device",tool,192,43.49,SupplierC,147863261285,B1988,BrandZ,Automotive,Medium
"Green Tool",item,92,58.31,SupplierA,599256275527,B4168,BrandY,Automotive,Low
"Blue Gadget",widget,447,55.59,SupplierB,654531312532,B1734,BrandZ,Electronics,Low
"Red Widget",widget,312,95.63,SupplierA,377466758863,B3486,BrandX,Outdoor,Low
"Yellow Device",widget,368,72.09,SupplierC,535820487165,B4052,BrandX,Automotive,Medium
"Red Widget",device,62,81.61,SupplierD,777797966658,B9396,BrandZ,Household,Medium
"Yellow Device",tool,238,2.61,SupplierD,829680725195,B8510,BrandY,Automotive,Low
"Yellow Device",gadget,478,37.92,SupplierA,664259466509,B9177,BrandY,Electronics,Medium
"Green Tool",gadget,481,29.60,SupplierA,388229246603,B9033,BrandX,Toys,Low
"Green Tool",item,30,76.27,SupplierD,662708983184,B2694,BrandY,Household,Medium
"Green Tool",item,378,60.10,SupplierA,984500564438,B8480,BrandZ,Toys,High
"Red Widget",gadget,232,98.51,SupplierA,462894256085,B6230,BrandY,Outdoor,Medium
"Purple Item",widget,224,40.51,SupplierC,373878800750,B4645,BrandY,Automotive,Medium
"Yellow Device",gadget,415,10.59,SupplierD,434867820792,B6691,BrandY,Electronics,Medium
"Red Widget",gadget,192,9.38,SupplierC,822545337853,B6765,BrandY,Automotive,Medium
"Blue Gadget",gadget,249,23.28,SupplierD,879221282163,B3264,BrandY,Toys,Low
"Green Tool",widget,475,4.59,SupplierA,256724452275,B3512,BrandY,Toys,Critical
"Red Widget",widget,388,17.63,SupplierD,566449299796,B1913,BrandY,Automotive,Low
"Blue Gadget",tool,352,55.83,SupplierB,658553319299,B5370,BrandY,Automotive,Low
"Yellow Device",gadget,438,59.98,SupplierA,492125041806,B4822,BrandY,Household,High
"Yellow Device",gadget,136,17.66,SupplierC,729905718535,B6312,BrandX,Automotive,High
"Yellow Device",item,55,92.13,SupplierA,440736645701,B4193,BrandZ,Electronics,Critical
"Blue Gadget",widget,118,13.48,SupplierC,387773837655,B8061,BrandY,Toys,Critical
"Green Tool",item,353,39.84,SupplierD,163463611973,B4807,BrandY,Electronics,Low
"Blue Gadget",device,353,23.11,SupplierC,523259174994,B6100,BrandY,Electronics,Low
"Yellow Device",device,151,90.55,SupplierC,985158144535,B7265,BrandY,Household,High
"Blue Gadget",tool,138,62.46,SupplierB,585562508045,B9561,BrandY,Automotive,Critical
"Green Tool",item,302,33.80,SupplierB,779583822251,B1252,BrandX,Electronics,High
"Purple Item",widget,358,77.71,SupplierB,196166821969,B1430,BrandY,Outdoor,Medium
"Purple Item",gadget,95,22.98,SupplierA,902311720305,B2034,BrandX,Automotive,Medium
"Red Widget",gadget,106,65.90,SupplierA,527279454512,B2971,BrandX,Toys,Critical
"Red Widget",item,305,55.68,SupplierC,639663080511,B5037,BrandZ,Automotive,Critical
"Blue Gadget",item,26,89.25,SupplierC,794625679134,B4268,BrandZ,Automotive,High
"Blue Gadget",device,229,54.11,SupplierD,100249225215,B5525,BrandX,Electronics,Critical
"Yellow Device",item,68,87.99,SupplierB,331990154276,B9262,BrandX,Household,Medium
"Blue Gadget",widget,381,73.29,SupplierB,202551161966,B6630,BrandY,Outdoor,Critical
"Yellow Device",device,315,95.43,SupplierD,312982518739,B4907,BrandZ,Outdoor,Medium
"Blue Gadget",tool,347,6.84,SupplierA,481216696145,B2184,BrandX,Household,Medium
"Green Tool",tool,339,29.05,SupplierB,957533550576,B8922,BrandZ,Toys,Low
"Red Widget",widget,409,18.32,SupplierB,726488550867,B9223,BrandZ,Electronics,Medium
"Red Widget",widget,164,60.68,SupplierA,956563895506,B9311,BrandZ,Toys,High
"Red Widget",gadget,91,72.60,SupplierD,333636889137,B5481,BrandY,Outdoor,High
"Purple Item",gadget,72,42.56,SupplierA,732732833960,B4469,BrandY,Automotive,Medium
"Yellow Device",device,45,62.76,SupplierA,596422521167,B2284,BrandZ,Automotive,Low
"Blue Gadget",gadget,236,77.25,SupplierA,893825010720,B6598,BrandY,Electronics,Medium
"Purple Item",widget,49,11.72,SupplierD,926417379016,B1971,BrandZ,Toys,Low
"Yellow Device",gadget,248,76.18,SupplierA,467350538001,B9464,BrandX,Household,High
"Green Tool",widget,186,37.99,SupplierB,745772753514,B8526,BrandZ,Household,Critical
"Green Tool",tool,252,59.79,SupplierA,627044594486,B1885,BrandX,Toys,High
"Red Widget",tool,309,2.45,SupplierD,601905229594,B3462,BrandY,Toys,Low
"Purple Item",widget,390,51.38,SupplierD,725183701664,B6071,BrandX,Toys,Medium
"Purple Item",widget,31,89.41,SupplierD,116306658314,B3010,BrandZ,Toys,Medium
"Blue Gadget",tool,374,19.11,SupplierC,297439647998,B7450,BrandZ,Automotive,Low
"Green Tool",device,279,48.66,SupplierC,255141430177,B9067,BrandX,Toys,Low
"Blue Gadget",widget,344,38.48,SupplierA,333756491259,B7971,BrandY,Toys,Critical
"Green Tool",widget,277,64.00,SupplierC,115002730912,B7399,BrandZ,Toys,High
"Red Widget",device,213,47.29,SupplierA,534718697305,B5523,BrandX,Toys,Critical
"Purple Item",device,141,21.23,SupplierD,778873146608,B7874,BrandX,Toys,Low
"Blue Gadget",widget,447,12.35,SupplierA,701140220630,B6680,BrandX,Toys,Low
"Green Tool",device,176,81.50,SupplierA,886159442991,B8055,BrandX,Household,Low
"Red Widget",device,359,29.86,SupplierD,503788237148,B7110,BrandZ,Outdoor,High
"Yellow Device",tool,484,52.51,SupplierD,754859382880,B9579,BrandY,Electronics,High
"Yellow Device",widget,476,28.75,SupplierD,576802248044,B1624,BrandY,Outdoor,Low
"Purple Item",tool,499,98.53,SupplierC,395440270210,B4570,BrandZ,Toys,High
"Green Tool",device,69,90.15,SupplierC,421227946103,B6694,BrandY,Household,Low
"Yellow Device",item,450,66.02,SupplierC,190145813626,B9280,BrandY,Outdoor,High
"Blue Gadget",item,439,97.73,SupplierD,839476162019,B5128,BrandZ,Household,Critical
"Purple Item",tool,231,53.89,SupplierC,671832217382,B2880,BrandY,Household,Critical
"Green Tool",widget,470,47.21,SupplierD,451863991157,B3467,BrandZ,Automotive,Medium
"Yellow Device",tool,386,26.00,SupplierD,122176383862,B2317,BrandZ,Outdoor,High
"Yellow Device",tool,289,70.33,SupplierD,639138983764,B5643,BrandY,Electronics,Critical
"Yellow Device",gadget,118,82.85,SupplierD,642200387224,B1255,BrandX,Household,Low
"Yellow Device",item,442,81.38,SupplierB,387751496672,B7803,BrandY,Toys,Critical
"Red Widget",gadget,442,20.56,SupplierC,674448621565,B7706,BrandY,Electronics,Low
"Blue Gadget",gadget,232,97.82,SupplierB,314855606268,B6062,BrandZ,Outdoor,Medium
"Red Widget",gadget,114,1.52,SupplierD,496537959457,B6540,BrandY,Outdoor,Low
"Green Tool",tool,236,24.68,SupplierD,578858540476,B2634,BrandZ,Electronics,Medium
"Blue Gadget",gadget,270,25.21,SupplierC,170664350543,B1200,BrandY,Automotive,Medium
"Purple Item",tool,347,9.88,SupplierA,405595867666,B8109,BrandZ,Toys,Critical
"Purple Item",gadget,396,7.20,SupplierC,136507268245,B1904,BrandY,Electronics,Low
"Red Widget",device,129,94.46,SupplierA,732075910015,B4024,BrandY,Outdoor,Critical
"Green Tool",gadget,91,32.73,SupplierD,370351146954,B9586,BrandY,Household,Medium
"Green Tool",device,150,64.42,SupplierA,710031535167,B1003,BrandY,Electronics,Critical
"Green Tool",tool,15,87.19,SupplierB,840265380126,B9135,BrandY,Toys,Critical
"Purple Item",item,20,50.56,SupplierD,291455355497,B4130,BrandX,Electronics,Medium
"Yellow Device",item,255,29.97,SupplierB,703250497403,B1298,BrandZ,Automotive,High
"Red Widget",device,50,96.70,SupplierD,482423497915,B4928,BrandY,Automotive,High
"Blue Gadget",item,383,65.00,SupplierC,411182570719,B3534,BrandX,Automotive,Medium
"Purple Item",widget,82,47.87,SupplierA,931369274396,B3625,BrandZ,Outdoor,Medium
"Blue Gadget",widget,13,15.05,SupplierC,223046562100,B9179,BrandX,Outdoor,Critical
"Purple Item",tool,224,46.73,SupplierD,475746388616,B1281,BrandZ,Outdoor,Low
"Yellow Device",item,33,58.52,SupplierC,227310916930,B3861,BrandX,Household,Low
"Yellow Device",item,262,99.29,SupplierA,161476983709,B4608,BrandZ,Outdoor,Critical
"Green Tool",widget,299,49.92,SupplierB,650817485485,B1118,BrandX,Electronics,Critical
"Green Tool",tool,218,84.33,SupplierC,689317164838,B1232,BrandX,Electronics,High
"Blue Gadget",device,240,14.14,SupplierA,929617089932,B6234,BrandX,Household,Medium
"Yellow Device",tool,479,78.09,SupplierA,368891665641,B7775,BrandX,Household,High
"Purple Item",item,252,59.11,SupplierD,807296327263,B1654,BrandZ,Toys,Medium
"Red Widget",device,392,67.92,SupplierC,603079663589,B8879,BrandZ,Toys,Low
"Red Widget",item,402,28.99,SupplierD,913289370472,B5569,BrandZ,Toys,High
"Red Widget",widget,122,54.20,SupplierA,191823024052,B9655,BrandZ,Household,Medium
"Green Tool",device,183,62.62,SupplierD,761780063378,B4420,BrandZ,Automotive,Low
"Green Tool",device,264,73.40,SupplierB,550512357706,B2710,BrandY,Toys,Critical
"Green Tool",gadget,85,53.69,SupplierD,761155183158,B6197,BrandY,Automotive,High
"Yellow Device",item,425,67.71,SupplierD,573762537317,B9764,BrandY,Automotive,High
"Purple Item",gadget,383,92.07,SupplierD,660004606169,B4379,BrandZ,Household,High
"Green Tool",tool,85,16.21,SupplierA,814157543674,B1557,BrandY,Toys,High
"Purple Item",widget,360,34.26,SupplierD,514188719022,B9476,BrandY,Outdoor,Low
"Red Widget",device,127,71.75,SupplierC,525360048064,B4219,BrandY,Outdoor,Medium
"Green Tool",gadget,435,29.46,SupplierC,850055400788,B7670,BrandZ,Household,Low
"Yellow Device",device,390,98.00,SupplierD,229528246721,B1669,BrandZ,Automotive,Critical
"Yellow Device",widget,472,2.98,SupplierB,743643828601,B1833,BrandZ,Electronics,Medium
"Purple Item",tool,240,37.41,SupplierD,537855298625,B2528,BrandZ,Toys,Critical
"Purple Item",widget,223,89.00,SupplierD,534061700292,B3211,BrandZ,Electronics,Low
"Green Tool",tool,208,68.17,SupplierD,545623263140,B5955,BrandX,Automotive,Critical
"Red Widget",widget,174,21.03,SupplierC,218218522490,B2608,BrandY,Toys,Low
"Yellow Device",tool,249,86.77,SupplierA,877362118767,B7024,BrandZ,Automotive,Critical
"Purple Item",tool,47,42.72,SupplierB,394337379679,B1699,BrandX,Outdoor,Critical
"Purple Item",device,150,62.79,SupplierB,741404893170,B7722,BrandZ,Outdoor,Medium
"Purple Item",widget,125,9.36,SupplierB,113256193229,B5581,BrandY,Automotive,High
"Blue Gadget",gadget,424,12.21,SupplierA,437994841531,B6513,BrandY,Electronics,Low
"Purple Item",device,31,73.16,SupplierB,407902427687,B2791,BrandZ,Toys,Medium
"Red Widget",widget,116,61.96,SupplierD,905304249627,B2054,BrandY,Toys,Critical
"Green Tool",gadget,109,57.01,SupplierB,144986461889,B5913,BrandX,Toys,Critical
"Red Widget",gadget,187,76.49,SupplierB,872114133563,B4620,BrandY,Automotive,Low
"Red Widget",device,425,43.45,SupplierC,899221455621,B3876,BrandY,Toys,Critical
"Blue Gadget",item,328,14.59,SupplierB,398483309996,B8930,BrandY,Toys,High
"Blue Gadget",gadget,158,40.13,SupplierA,440028994180,B6685,BrandX,Automotive,Critical
"Green Tool",gadget,94,53.40,SupplierD,466529218361,B4255,BrandX,Toys,Critical
"Purple Item",tool,311,80.00,SupplierD,181953845212,B4232,BrandY,Automotive,High
"Yellow Device",item,70,97.42,SupplierD,202025722803,B6606,BrandX,Toys,Low
"Purple Item",device,161,32.56,SupplierA,682109722372,B1853,BrandZ,Toys,Medium
"Purple Item",gadget,438,46.84,SupplierC,455080333530,B4156,BrandZ,Outdoor,Low
"Green Tool",widget,162,57.97,SupplierD,875782432574,B1908,BrandZ,Electronics,Medium
"Blue Gadget",item,347,43.37,SupplierB,602691160371,B6971,BrandZ,Electronics,Medium
"Yellow Device",widget,353,90.24,SupplierC,154519056323,B3567,BrandY,Toys,High
"Red Widget",item,365,96.78,SupplierB,205681368743,B9708,BrandX,Automotive,Critical
"Purple Item",item,31,61.98,SupplierA,346263311020,B6390,BrandY,Automotive,Medium
"Yellow Device",tool,482,22.38,SupplierC,162754466302,B2587,BrandZ,Toys,Medium
"Blue Gadget",widget,315,7.92,SupplierC,270751088164,B8243,BrandY,Outdoor,Medium
"Yellow Device",widget,481,52.13,SupplierD,700156022230,B6476,BrandZ,Household,Low
"Green Tool",widget,440,52.72,SupplierC,992984824078,B4608,BrandY,Toys,Medium
"Purple Item",item,266,58.33,SupplierC,776952621781,B6503,BrandX,Electronics,Low
"Red Widget",tool,77,49.91,SupplierD,560864594939,B2050,BrandZ,Toys,High
"Purple Item",widget,430,96.42,SupplierC,999524392884,B6283,BrandZ,Toys,High
"Red Widget",widget,55,89.33,SupplierD,725842747327,B7229,BrandZ,Household,Medium
"Yellow Device",device,307,13.89,SupplierA,765661915943,B1548,BrandZ,Outdoor,Medium
"Blue Gadget",item,119,22.72,SupplierB,635211611920,B9316,BrandZ,Outdoor,Critical
"Red Widget",item,142,77.16,SupplierB,327780740120,B1363,BrandX,Toys,High
"Red Widget",tool,447,57.18,SupplierD,449569519058,B3036,BrandX,Automotive,High
"Red Widget",gadget,469,40.58,SupplierA,822140203254,B6089,BrandZ,Electronics,Critical
"Yellow Device",device,301,49.69,SupplierD,103597668311,B2221,BrandZ,Household,Critical
"Green Tool",item,177,77.46,SupplierC,217796498595,B5554,BrandY,Toys,Low
"Purple Item",gadget,416,9.47,SupplierC,335489694580,B1099,BrandZ,Outdoor,Low
"Yellow Device",widget,454,62.22,SupplierB,110059462195,B5565,BrandZ,Outdoor,Medium
"Green Tool",tool,376,87.33,SupplierC,903029926806,B7935,BrandZ,Outdoor,Low
"Purple Item",tool,112,15.24,SupplierB,209204209899,B3653,BrandX,Outdoor,Critical
"Purple Item",tool,193,11.22,SupplierC,127040449696,B5156,BrandZ,Outdoor,High
"Blue Gadget",device,132,99.06,SupplierC,310771176615,B8639,BrandY,Automotive,High
"Yellow Device",tool,243,41.94,SupplierA,188783609762,B5427,BrandY,Toys,High
"Red Widget",device,133,53.83,SupplierB,286513055912,B5373,BrandX,Outdoor,Low
"Green Tool",tool,401,66.50,SupplierB,563975329215,B8207,BrandZ,Electronics,Medium
"Yellow Device",device,218,71.19,SupplierD,311230270148,B9542,BrandX,Toys,Medium
"Blue Gadget",widget,242,97.88,SupplierD,487543815335,B4582,BrandY,Outdoor,High
"Red Widget",item,365,34.34,SupplierB,814514176422,B5547,BrandZ,Toys,Medium
"Red Widget",device,173,69.95,SupplierD,381816692448,B2910,BrandY,Automotive,High
"Green Tool",item,38,69.55,SupplierB,597988710754,B8895,BrandZ,Toys,Critical
"Yellow Device",device,249,54.69,SupplierD,451522106306,B4881,BrandZ,Toys,Medium
"Red Widget",tool,335,85.62,SupplierA,528093486619,B2303,BrandY,Automotive,High
"Yellow Device",item,151,96.99,SupplierA,332113625972,B7796,BrandX,Electronics,Critical
"Purple Item",tool,177,27.63,SupplierC,902485227929,B4728,BrandX,Automotive,Low
"Purple Item",gadget,91,43.77,SupplierC,839751364260,B2723,BrandY,Electronics,Low
"Purple Item",tool,492,79.64,SupplierC,666638584763,B9746,BrandY,Household,Low
"Blue Gadget",device,190,47.08,SupplierA,253450274725,B9670,BrandX,Toys,Critical
"Green Tool",gadget,303,72.27,SupplierD,246050378136,B1814,BrandX,Toys,High
"Yellow Device",gadget,61,99.11,SupplierB,718803658805,B4425,BrandZ,Toys,Low
"Purple Item",item,408,41.68,SupplierD,554700859399,B3864,BrandY,Electronics,Low
"Red Widget",widget,32,74.52,SupplierB,584237462048,B2722,BrandX,Toys,Medium
"Blue Gadget",widget,109,5.69,SupplierD,100484686973,B1908,BrandY,Household,Low
"Yellow Device",tool,185,20.68,SupplierA,889189007001,B6359,BrandY,Outdoor,High
"Green Tool",widget,203,27.85,SupplierC,357833791248,B3723,BrandY,Household,High
"Green Tool",tool,246,77.81,SupplierA,868353053298,B8674,BrandZ,Household,Medium
"Red Widget",gadget,314,85.23,SupplierA,846170884996,B4284,BrandZ,Toys,Low
"Yellow Device",tool,316,48.42,SupplierB,918991790211,B9580,BrandZ,Electronics,Critical
"Red Widget",device,165,13.68,SupplierD,328135014307,B1559,BrandX,Toys,High
"Red Widget",device,232,52.57,SupplierD,941535050994,B1382,BrandZ,Outdoor,High
"Purple Item",item,149,7.21,SupplierC,129972744445,B5625,BrandZ,Toys,High
"Green Tool",gadget,273,58.22,SupplierD,614783131032,B1270,BrandX,Household,High
"Red Widget",device,203,55.56,SupplierB,628201441851,B2822,BrandY,Household,Medium
"Purple Item",tool,389,8.54,SupplierA,904713626243,B2638,BrandX,Household,Low
"Green Tool",tool,100,77.40,SupplierB,328729333201,B4375,BrandX,Automotive,Critical
"Blue Gadget",item,489,55.57,SupplierD,525935762099,B6321,BrandZ,Electronics,Low
"Blue Gadget",tool,494,73.81,SupplierD,530535353519,B6067,BrandX,Electronics,Critical
"Purple Item",widget,460,98.85,SupplierB,831650828209,B5899,BrandZ,Household,Critical
"Red Widget",item,167,24.27,SupplierA,231634738409,B5851,BrandY,Toys,Medium
"Red Widget",tool,109,91.79,SupplierD,423137469553,B5935,BrandY,Household,Critical
"Yellow Device",device,3,34.61,SupplierD,273232113905,B3549,BrandZ,Electronics,Critical
"Green Tool",item,171,4.70,SupplierA,313394857950,B9531,BrandZ,Household,Low
"Yellow Device",gadget,86,57.22,SupplierA,731690583293,B2551,BrandX,Electronics,High
"Green Tool",widget,408,12.35,SupplierB,543297320701,B6636,BrandZ,Electronics,Critical
"Yellow Device",device,470,86.47,SupplierB,378202474271,B4585,BrandX,Automotive,Medium
"Purple Item",device,165,30.74,SupplierA,291242496192,B9134,BrandX,Electronics,High
"Purple Item",gadget,86,15.04,SupplierC,448050630777,B3544,BrandX,Toys,Medium
"Purple Item",item,47,28.25,SupplierA,451013132015,B1843,BrandZ,Toys,Medium
"Red Widget",gadget,157,23.77,SupplierA,524849782775,B3899,BrandY,Household,High
"Green Tool",widget,425,88.17,SupplierA,269121437208,B6310,BrandY,Outdoor,Medium
"Blue Gadget",item,182,33.54,SupplierB,761030556318,B7230,BrandY,Electronics,High
"Blue Gadget",gadget,110,60.49,SupplierA,520906963048,B3998,BrandZ,Toys,Low
"Blue Gadget",device,25,65.27,SupplierA,146158059261,B5278,BrandZ,Automotive,Medium
"Blue Gadget",item,478,75.20,SupplierD,340845301186,B4914,BrandY,Household,Critical
"Yellow Device",gadget,4,45.85,SupplierC,210230353564,B4821,BrandX,Outdoor,High
